"endTime","artistName","trackName","msPlayed","segPlayed","minPlayed","mesAño"
2019-04-13 06:03:00,"The Specials","Vote For Me",301280,301.28,5.02,"abril 19"
2019-04-13 06:07:00,"James Brown","Get Up Offa That Thing",250173,250.173,4.17,"abril 19"
2019-04-13 06:13:00,"Canserbero","Jeremías 17-5",318328,318.328,5.31,"abril 19"
2019-04-13 06:17:00,"U2","Lights Of Home - Free Yourself / Beck Remix",230622,230.622,3.84,"abril 19"
2019-04-13 06:21:00,"Caifanes","No Dejes Que...",280777,280.777,4.68,"abril 19"
2019-04-13 06:25:00,"CeeLo Green","Fuck You",222912,222.912,3.72,"abril 19"
2019-04-13 06:27:00,"Link Wray","Rumble",145915,145.915,2.43,"abril 19"
2019-04-13 06:31:00,"The Drums","Money",233639,233.639,3.89,"abril 19"
2019-04-13 06:32:00,"MGMT","Electric Feel",6590,6.59,0.11,"abril 19"
2019-04-13 06:36:00,"Arcade Fire","Ready To Start",255838,255.838,4.26,"abril 19"
2019-04-13 06:36:00,"My Morning Jacket","Rocket Man",6928,6.928,0.12,"abril 19"
2019-04-13 06:39:00,"of Montreal","Gronlandic Edit",204708,204.708,3.41,"abril 19"
2019-04-13 07:01:00,"New Order","Regret - 2015 Remaster",4106,4.106,0.07,"abril 19"
2019-04-13 09:00:00,"New Order","Regret - 2015 Remaster",15798,15.798,0.26,"abril 19"
2019-04-13 09:05:00,"Moby","Flower",2095,2.095,0.03,"abril 19"
2019-04-13 09:05:00,"Moby","Natural Blues",260647,260.647,4.34,"abril 19"
2019-04-13 09:05:00,"Moby","James Bond Theme - Moby's Re-version",4357,4.357,0.07,"abril 19"
2019-04-13 09:05:00,"Moby","Lift Me Up",1023,1.023,0.02,"abril 19"
2019-04-13 09:08:00,"Moby","Flower",205451,205.451,3.42,"abril 19"
2019-04-13 09:11:00,"Moby","Lift Me Up",199275,199.275,3.32,"abril 19"
2019-04-13 09:15:00,"Moby","Honey",208609,208.609,3.48,"abril 19"
2019-04-13 09:25:00,"Moby","One of These Mornings",13018,13.018,0.22,"abril 19"
2019-04-13 17:55:00,"Pinkfong","Baby Shark",29248,29.248,0.49,"abril 19"
2019-04-13 17:56:00,"Pinkfong","Baby Shark",67151,67.151,1.12,"abril 19"
2019-04-13 17:59:00,"Pinkfong","Baby Shark",194619,194.619,3.24,"abril 19"
2019-04-13 18:03:00,"Katy Perry","Roar",223546,223.546,3.73,"abril 19"
2019-04-13 18:07:00,"Moby","Go (Radio Edit)",217990,217.99,3.63,"abril 19"
2019-04-13 18:07:00,"Sophie Ellis-Bextor","Murder On The Dancefloor (Orchestral Disco Version)",206453,206.453,3.44,"abril 19"
2019-04-13 18:10:00,"Gwen Stefani","Hollaback Girl",199907,199.907,3.33,"abril 19"
2019-04-13 18:11:00,"Moby","Why Does My Heart Feel so Bad?",0,0,0,"abril 19"
2019-04-13 18:11:00,"Moby","Extreme Ways",237634,237.634,3.96,"abril 19"
2019-04-13 18:11:00,"Moby","Mere Anarchy",10542,10.542,0.18,"abril 19"
2019-04-13 18:12:00,"Pinkfong","Baby Shark",96333,96.333,1.61,"abril 19"
2019-04-13 18:13:00,"Pinkfong","Baby Shark",96333,96.333,1.61,"abril 19"
2019-04-13 18:14:00,"Pinkfong","Baby Shark",16000,16,0.27,"abril 19"
2019-04-13 18:14:00,"Moby","We Are All Made of Stars",208359,208.359,3.47,"abril 19"
2019-04-13 18:15:00,"Dove Cameron","It's Goin' Down",968,0.968,0.02,"abril 19"
2019-04-13 18:15:00,"Gwen Stefani","Hollaback Girl",260,0.26,0,"abril 19"
2019-04-13 18:15:00,"Gwen Stefani","Hollaback Girl",29444,29.444,0.49,"abril 19"
2019-04-13 18:15:00,"Gwen Stefani","Hollaback Girl",2937,2.937,0.05,"abril 19"
2019-04-13 18:15:00,"Sophie Ellis-Bextor","Murder On The Dancefloor (Orchestral Disco Version)",981,0.981,0.02,"abril 19"
2019-04-13 18:15:00,"Soda Stereo","Prófugos",625,0.625,0.01,"abril 19"
2019-04-13 18:15:00,"Sofia Carson","Love Is the Name",6399,6.399,0.11,"abril 19"
2019-04-13 18:15:00,"Sofia Carson","Love Is the Name",0,0,0,"abril 19"
2019-04-13 18:16:00,"Kristin Chenoweth","Evil Like Me",27143,27.143,0.45,"abril 19"
2019-04-13 18:16:00,"Moby","Porcelain",7528,7.528,0.13,"abril 19"
2019-04-13 18:18:00,"Moby","This Wild Darkness",5674,5.674,0.09,"abril 19"
2019-04-13 18:18:00,"Kristin Chenoweth","Evil Like Me",113328,113.328,1.89,"abril 19"
2019-04-13 18:18:00,"Kristin Chenoweth","Evil Like Me",5750,5.75,0.1,"abril 19"
2019-04-13 18:19:00,"Moby","Extreme Ways",5000,5,0.08,"abril 19"
2019-04-13 18:19:00,"Moby","In This World",9000,9,0.15,"abril 19"
2019-04-13 18:19:00,"Kristin Chenoweth","Evil Like Me",63000,63,1.05,"abril 19"
2019-04-13 18:23:00,"Moby","Go (Radio Edit)",218000,218,3.63,"abril 19"
2019-04-13 18:27:00,"Moby","Extreme Ways",237640,237.64,3.96,"abril 19"
2019-04-13 18:31:00,"Moby","Mere Anarchy",237693,237.693,3.96,"abril 19"
2019-04-13 18:35:00,"Moby","Why Does My Heart Feel so Bad?",263560,263.56,4.39,"abril 19"
2019-04-13 18:40:00,"Moby","We Are All Made of Stars",273213,273.213,4.55,"abril 19"
2019-04-13 18:44:00,"Moby","Natural Blues",253773,253.773,4.23,"abril 19"
2019-04-13 18:48:00,"Moby","James Bond Theme - Moby's Re-version",203333,203.333,3.39,"abril 19"
2019-04-13 18:51:00,"Moby","Flower",205467,205.467,3.42,"abril 19"
2019-04-14 01:26:00,"Moby","Lift Me Up",148000,148,2.47,"abril 19"
2019-04-14 01:33:00,"Moby","Go (Radio Edit)",199995,199.995,3.33,"abril 19"
2019-04-14 01:37:00,"Moby","Extreme Ways",237588,237.588,3.96,"abril 19"
2019-04-14 01:41:00,"Moby","Mere Anarchy",237680,237.68,3.96,"abril 19"
2019-04-14 01:45:00,"Moby","Why Does My Heart Feel so Bad?",263455,263.455,4.39,"abril 19"
2019-04-14 01:55:00,"Moby","We Are All Made of Stars",17390,17.39,0.29,"abril 19"
2019-04-14 03:43:00,"Moby","We Are All Made of Stars",84911,84.911,1.42,"abril 19"
2019-04-14 04:27:00,"Craig Pruess & Ananda","Devi Prayer",2709,2.709,0.05,"abril 19"
2019-04-14 04:27:00,"Craig Pruess & Ananda","Devi Prayer",0,0,0,"abril 19"
2019-04-14 04:27:00,"Nueva Tradición Kadampa Unión Internacional de Budismo Kadampa","Oración Liberadora",2737,2.737,0.05,"abril 19"
2019-04-14 04:27:00,"Nueva Tradición Kadampa Unión Internacional de Budismo Kadampa","Oración Liberadora",236954,236.954,3.95,"abril 19"
2019-04-14 04:34:00,"Veet Vichara & Premanjali","Om Mani Padme Hum",393226,393.226,6.55,"abril 19"
2019-04-14 04:38:00,"Craig Pruess & Ananda","Devi Prayer",22181,22.181,0.37,"abril 19"
2019-04-14 04:38:00,"Nueva Tradición Kadampa Unión Internacional de Budismo Kadampa","Oración Liberadora",225026,225.026,3.75,"abril 19"
2019-04-14 16:17:00,"Arcade Fire","Creature Comfort",9002,9.002,0.15,"abril 19"
2019-04-14 16:21:00,"The Libertines","What Katie Did",229832,229.832,3.83,"abril 19"
2019-04-14 16:24:00,"Franz Ferdinand","Do You Want To",215000,215,3.58,"abril 19"
2019-04-14 16:29:00,"Arcade Fire","Creature Comfort",283506,283.506,4.73,"abril 19"
2019-04-14 16:32:00,"The Strokes","The Modern Age",208052,208.052,3.47,"abril 19"
2019-04-14 16:36:00,"Morrissey","Suedehead - Remastered",229786,229.786,3.83,"abril 19"
2019-04-14 16:40:00,"Placebo","Song to Say Goodbye",216179,216.179,3.6,"abril 19"
2019-04-14 16:42:00,"The Vines","Get Free",126573,126.573,2.11,"abril 19"
2019-04-14 16:53:00,"Kasabian","L.S.F.",53508,53.508,0.89,"abril 19"
2019-04-14 17:15:00,"John Travolta","We Go Together",179491,179.491,2.99,"abril 19"
2019-04-14 17:17:00,"Los Apson","Bule bule",143686,143.686,2.39,"abril 19"
2019-04-14 17:21:00,"Katy Perry","Dark Horse",215621,215.621,3.59,"abril 19"
2019-04-14 17:23:00,"Reese Witherspoon","Venus - From ""Sing"" Original Motion Picture Soundtrack",150559,150.559,2.51,"abril 19"
2019-04-14 17:27:00,"Los Tres","Tirate - Unplugged Version",205637,205.637,3.43,"abril 19"
2019-04-14 17:37:00,"Nick Kroll","Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",4280,4.28,0.07,"abril 19"
2019-04-14 17:38:00,"Moby","Sweet Apocalypse",1145,1.145,0.02,"abril 19"
2019-04-14 17:38:00,"Moby","The Whispering Wind",1762,1.762,0.03,"abril 19"
2019-04-14 17:38:00,"Moby","In This World",2650,2.65,0.04,"abril 19"
2019-04-14 17:38:00,"Moby","Now I Let It Go",2003,2.003,0.03,"abril 19"
2019-04-14 17:38:00,"Moby","Everloving - 2014 Remastered Version",1197,1.197,0.02,"abril 19"
2019-04-14 17:38:00,"Moby","Last Night",1030,1.03,0.02,"abril 19"
2019-04-14 17:38:00,"Moby","Flower",5231,5.231,0.09,"abril 19"
2019-04-14 17:38:00,"Moby","Dream About Me",1390,1.39,0.02,"abril 19"
2019-04-14 17:38:00,"Moby","Fireworks",10073,10.073,0.17,"abril 19"
2019-04-14 17:38:00,"Moby","Porcelain",871,0.871,0.01,"abril 19"
2019-04-14 17:38:00,"Moby","Mere Anarchy",6984,6.984,0.12,"abril 19"
2019-04-14 17:38:00,"Moby","Alice",1307,1.307,0.02,"abril 19"
2019-04-14 17:39:00,"Moby","Flower",53975,53.975,0.9,"abril 19"
2019-04-14 17:43:00,"Moby","Find My Baby - 2014 Remastered Version",18516,18.516,0.31,"abril 19"
2019-04-14 17:43:00,"Moby","Honey - 2014 Remastered Version",209631,209.631,3.49,"abril 19"
2019-04-14 17:47:00,"Moby","Natural Blues - 2014 Remastered Version",254863,254.863,4.25,"abril 19"
2019-04-14 17:51:00,"Moby","Machete - 2014 Remastered Version",218640,218.64,3.64,"abril 19"
2019-04-14 17:52:00,"Moby","7 - 2014 Remastered Version",62440,62.44,1.04,"abril 19"
2019-04-14 18:31:00,"Moby","Natural Blues - 2014 Remastered Version",2974,2.974,0.05,"abril 19"
2019-04-14 18:31:00,"Moby","Down Slow - 2014 Remastered Version",9077,9.077,0.15,"abril 19"
2019-04-14 18:31:00,"Moby","Run On - 2014 Remastered Version",225506,225.506,3.76,"abril 19"
2019-04-14 18:34:00,"Moby","Honey - 2014 Remastered Version",209706,209.706,3.5,"abril 19"
2019-04-14 18:41:00,"Moby","Find My Baby - 2014 Remastered Version",239584,239.584,3.99,"abril 19"
2019-04-14 18:45:00,"Moby","Porcelain - 2014 Remastered Version",241999,241.999,4.03,"abril 19"
2019-04-14 18:50:00,"Moby","Why Does My Heart Feel So Bad? - 2014 Remastered Version",265120,265.12,4.42,"abril 19"
2019-04-14 18:53:00,"Moby","South Side - 2014 Remastered Version",230343,230.343,3.84,"abril 19"
2019-04-14 18:56:00,"Moby","Rushing - 2014 Remastered Version",129768,129.768,2.16,"abril 19"
2019-04-14 18:59:00,"Moby","Bodyrock - 2014 Remastered Version",217000,217,3.62,"abril 19"
2019-04-14 19:06:00,"Moby","Natural Blues - 2014 Remastered Version",261870,261.87,4.36,"abril 19"
2019-04-14 19:10:00,"Moby","7 - 2014 Remastered Version",5089,5.089,0.08,"abril 19"
2019-04-14 19:10:00,"Moby","If Things Were Perfect - 2014 Remastered Version",2413,2.413,0.04,"abril 19"
2019-04-14 19:10:00,"Moby","Down Slow - 2014 Remastered Version",3788,3.788,0.06,"abril 19"
2019-04-14 19:10:00,"Moby","Run On - 2014 Remastered Version",2601,2.601,0.04,"abril 19"
2019-04-14 19:10:00,"Moby","Machete - 2014 Remastered Version",218640,218.64,3.64,"abril 19"
2019-04-14 19:41:00,"Moby","Everloving - 2014 Remastered Version",38603,38.603,0.64,"abril 19"
2019-04-14 19:47:00,"Benjamin Clementine","Then I Heard A Bachelor's Cry",10169,10.169,0.17,"abril 19"
2019-04-14 19:47:00,"Benjamin Clementine","Winston Churchill's Boy",337340,337.34,5.62,"abril 19"
2019-04-14 19:48:00,"Benjamin Clementine","London",9563,9.563,0.16,"abril 19"
2019-04-14 19:52:00,"Benjamin Clementine","Adios",253973,253.973,4.23,"abril 19"
2019-04-14 19:53:00,"Benjamin Clementine","St-Clementine-On-Tea-And-Croissants",12595,12.595,0.21,"abril 19"
2019-04-14 19:58:00,"Benjamin Clementine","Nemesis",300306,300.306,5.01,"abril 19"
2019-04-14 20:03:00,"Benjamin Clementine","The People And I",315413,315.413,5.26,"abril 19"
2019-04-14 20:09:00,"Benjamin Clementine","Condolence",387821,387.821,6.46,"abril 19"
2019-04-14 20:18:00,"Benjamin Clementine","Cornerstone",539139,539.139,8.99,"abril 19"
2019-04-14 20:29:00,"Benjamin Clementine","Quiver A Little",20224,20.224,0.34,"abril 19"
2019-04-14 23:49:00,"Pinkfong","Baby Shark",20827,20.827,0.35,"abril 19"
2019-04-14 23:49:00,"Benjamin Clementine","Quiver A Little",6727,6.727,0.11,"abril 19"
2019-04-14 23:50:00,"Pinkfong","Baby Shark",3197,3.197,0.05,"abril 19"
2019-04-14 23:50:00,"Pinkfong","Baby Shark",26111,26.111,0.44,"abril 19"
2019-04-14 23:50:00,"Selena Gomez","Bad Liar",6474,6.474,0.11,"abril 19"
2019-04-14 23:51:00,"Pinkfong","Baby Shark",59595,59.595,0.99,"abril 19"
2019-04-14 23:51:00,"Selena Gomez","Bad Liar",1813,1.813,0.03,"abril 19"
2019-04-14 23:53:00,"Pinkfong","Baby Shark",96317,96.317,1.61,"abril 19"
2019-04-14 23:53:00,"Dua Lipa","New Rules",0,0,0,"abril 19"
2019-04-14 23:53:00,"Soda Stereo","Persiana Americana - Remasterizado 2007",0,0,0,"abril 19"
2019-04-14 23:58:00,"Soda Stereo","Cuando Pase El Temblor - Remasterizado 2007",229160,229.16,3.82,"abril 19"
2019-04-14 23:58:00,"Soda Stereo","Cuando Pase El Temblor - Remasterizado 2007",3398,3.398,0.06,"abril 19"
2019-04-15 00:02:00,"Travis","Sing",0,0,0,"abril 19"
2019-04-15 00:02:00,"Lou Reed","Satellite of Love",1021,1.021,0.02,"abril 19"
2019-04-15 00:02:00,"Soda Stereo","Persiana Americana - Remasterizado 2007",248369,248.369,4.14,"abril 19"
2019-04-15 00:03:00,"Soda Stereo","Persiana Americana - Remasterizado 2007",43982,43.982,0.73,"abril 19"
2019-04-15 00:07:00,"Soda Stereo","Te Para 3 - MTV Unplugged",247000,247,4.12,"abril 19"
2019-04-15 00:10:00,"Soda Stereo","Trátame Suavemente - Remasterizado 2007",200800,200.8,3.35,"abril 19"
2019-04-15 00:15:00,"Soda Stereo","Te Para 3 - MTV Unplugged",247000,247,4.12,"abril 19"
2019-04-15 00:20:00,"Soda Stereo","Un Misil En Mi Placard - MTV Unplugged",274586,274.586,4.58,"abril 19"
2019-04-15 00:28:00,"Soda Stereo","En La Ciudad De La Furia - Remasterizado 2007",346053,346.053,5.77,"abril 19"
2019-04-15 00:34:00,"Soda Stereo","Nada Personal - Remasterizado 2007",292526,292.526,4.88,"abril 19"
2019-04-15 00:45:00,"Soda Stereo","En la Ciudad de la Furia - MTV Unplugged",521939,521.939,8.7,"abril 19"
2019-04-15 00:51:00,"Soda Stereo","Entre Canibales - MTV Unplugged",294146,294.146,4.9,"abril 19"
2019-04-15 01:03:00,"Soda Stereo","En el Séptimo Día (SEP7IMO DIA)",89764,89.764,1.5,"abril 19"
2019-04-15 03:26:00,"Soda Stereo","En el Séptimo Día (SEP7IMO DIA)",14110,14.11,0.24,"abril 19"
2019-04-15 03:30:00,"Kanye West","Ghost Town",271386,271.386,4.52,"abril 19"
2019-04-15 03:35:00,"A-F-R-O","Code #829",2891,2.891,0.05,"abril 19"
2019-04-15 03:40:00,"Drake","Passionfruit",298935,298.935,4.98,"abril 19"
2019-04-15 03:41:00,"KIDS SEE GHOSTS","Kids See Ghosts",4837,4.837,0.08,"abril 19"
2019-04-15 03:41:00,"Kanye West","Devil In A New Dress",13211,13.211,0.22,"abril 19"
2019-04-15 03:41:00,"Drake","Passionfruit",2465,2.465,0.04,"abril 19"
2019-04-15 03:46:00,"The Weeknd","I Feel It Coming",269120,269.12,4.49,"abril 19"
2019-04-15 03:51:00,"Soda Stereo","Persiana Americana - Remasterizado 2007",292266,292.266,4.87,"abril 19"
2019-04-15 03:56:00,"Soda Stereo","Nada Personal - Remasterizado 2007",292572,292.572,4.88,"abril 19"
2019-04-15 15:23:00,"Jumbo","Fotografía",2600,2.6,0.04,"abril 19"
2019-04-15 15:27:00,"Jumbo","Fotografía",267092,267.092,4.45,"abril 19"
2019-04-15 15:31:00,"Fobia","El Diablo",215413,215.413,3.59,"abril 19"
2019-04-15 15:34:00,"Hombres G","Devuélveme a mi chica",194560,194.56,3.24,"abril 19"
2019-04-15 15:39:00,"Panteon Rococo","Arréglame el Alma - En Vivo",280080,280.08,4.67,"abril 19"
2019-04-15 15:43:00,"Zoé","Sombras - Live",252322,252.322,4.21,"abril 19"
2019-04-15 15:48:00,"DLD","Mi Vida",282760,282.76,4.71,"abril 19"
2019-04-15 15:52:00,"Tex Tex","La Última Vez",234387,234.387,3.91,"abril 19"
2019-04-15 15:55:00,"Maldita Vecindad Y Los Hijos Del 5to. Patio","Don Palabras",203040,203.04,3.38,"abril 19"
2019-04-15 15:58:00,"Lost Acapulco","Escape de Srt. Martha",161040,161.04,2.68,"abril 19"
2019-04-15 15:59:00,"Molotov","Puto - MTV Unplugged",76000,76,1.27,"abril 19"
2019-04-15 16:03:00,"Kinky","¿A Dónde Van Los Muertos?",257520,257.52,4.29,"abril 19"
2019-04-15 16:05:00,"Camilo Séptimo","No Confíes En Mí",83000,83,1.38,"abril 19"
2019-04-15 16:05:00,"Café Tacvba","Las flores",11000,11,0.18,"abril 19"
2019-04-15 16:09:00,"Sophie Ellis-Bextor","Murder On The Dancefloor (Orchestral Disco Version)",206453,206.453,3.44,"abril 19"
2019-04-15 16:14:00,"Soda Stereo","Prófugos",317720,317.72,5.3,"abril 19"
2019-04-15 16:17:00,"Sofia Carson","Love Is the Name",207716,207.716,3.46,"abril 19"
2019-04-15 16:21:00,"No Te Va Gustar","A las Nueve",201000,201,3.35,"abril 19"
2019-04-15 16:25:00,"Banda Blanca","Sopa de Caracol",0,0,0,"abril 19"
2019-04-15 16:29:00,"Katy Perry","Roar",223546,223.546,3.73,"abril 19"
2019-04-15 16:33:00,"Banda Blanca","Sopa de Caracol",293907,293.907,4.9,"abril 19"
2019-04-15 16:37:00,"Timbiriche","Hoy Tengo Que Decirte Papá",213920,213.92,3.57,"abril 19"
2019-04-15 16:38:00,"Katy Perry","Firework",86000,86,1.43,"abril 19"
2019-04-15 16:39:00,"Katy Perry","Firework",16731,16.731,0.28,"abril 19"
2019-04-15 16:39:00,"Gnarls Barkley","Crazy",1550,1.55,0.03,"abril 19"
2019-04-15 16:39:00,"Los Amigos Invisibles","Mentiras",180,0.18,0,"abril 19"
2019-04-15 16:41:00,"Katy Perry","Firework",3103,3.103,0.05,"abril 19"
2019-04-15 16:41:00,"Katy Perry","Firework",103675,103.675,1.73,"abril 19"
2019-04-15 16:45:00,"Dove Cameron","You and Me",212352,212.352,3.54,"abril 19"
2019-04-15 16:47:00,"Dove Cameron","Rotten to the Core",162067,162.067,2.7,"abril 19"
2019-04-15 16:51:00,"Dove Cameron","If Only",229813,229.813,3.83,"abril 19"
2019-04-15 16:55:00,"Dove Cameron","Space Between",206379,206.379,3.44,"abril 19"
2019-04-15 16:58:00,"31 Minutos","Yo Nunca Vi Televisión - Sonora de Tommy Rey",204333,204.333,3.41,"abril 19"
2019-04-15 17:00:00,"31 Minutos","Doggy Style - Duque",104333,104.333,1.74,"abril 19"
2019-04-15 17:01:00,"31 Minutos","Exterminadores de Ratones",55587,55.587,0.93,"abril 19"
2019-04-15 17:05:00,"Timbiriche","Si No Es Ahora",234293,234.293,3.9,"abril 19"
2019-04-15 17:09:00,"Dove Cameron","It's Goin' Down",252218,252.218,4.2,"abril 19"
2019-04-15 17:12:00,"John Travolta","Greased Lightnin'",194467,194.467,3.24,"abril 19"
2019-04-15 17:15:00,"Ray Charles","Mess Around",160227,160.227,2.67,"abril 19"
2019-04-15 17:19:00,"Neil Diamond","America - From ""The Jazz Singer"" Soundtrack",257600,257.6,4.29,"abril 19"
2019-04-15 17:25:00,"Queen","Bohemian Rhapsody - 2011 Mix",354320,354.32,5.91,"abril 19"
2019-04-15 17:27:00,"Ramones","Blitzkrieg Bop - 2016 Remaster",134467,134.467,2.24,"abril 19"
2019-04-15 17:33:00,"Soda Stereo","Prófugos",142999,142.999,2.38,"abril 19"
2019-04-15 17:36:00,"Soda Stereo","Prófugos",173667,173.667,2.89,"abril 19"
2019-04-15 17:41:00,"Mon Laferte","Tu Falta De Querer",278520,278.52,4.64,"abril 19"
2019-04-15 17:44:00,"Katy Perry","Hot N Cold",220226,220.226,3.67,"abril 19"
2019-04-15 17:48:00,"Sophie Ellis-Bextor","Murder On The Dancefloor (Orchestral Disco Version)",206453,206.453,3.44,"abril 19"
2019-04-15 17:51:00,"John Travolta","You're The One That I Want",169840,169.84,2.83,"abril 19"
2019-04-15 17:53:00,"Masters In France","Playin' with My Friends",169772,169.772,2.83,"abril 19"
2019-04-15 17:55:00,"The Spencer Davis Group","Gimme Some Lovin' - Single Mix",90520,90.52,1.51,"abril 19"
2019-04-15 17:55:00,"Babasónicos","El Loco",2060,2.06,0.03,"abril 19"
2019-04-15 18:00:00,"Mexican Institute Of Sound","Mirando a Las Muchachas",278040,278.04,4.63,"abril 19"
2019-04-15 18:04:00,"Café Tacvba","Puntos Cardinales",283226,283.226,4.72,"abril 19"
2019-04-15 18:06:00,"San Pascualito Rey","Nos tragamos",70773,70.773,1.18,"abril 19"
2019-04-15 18:10:00,"Gustavo Cerati","Cosas Imposibles",233754,233.754,3.9,"abril 19"
2019-04-15 18:15:00,"Porter","Espiral",322013,322.013,5.37,"abril 19"
2019-04-15 18:20:00,"Café Tacvba","Puntos Cardinales",283227,283.227,4.72,"abril 19"
2019-04-15 18:24:00,"Julieta Venegas","Me Van A Matar",242400,242.4,4.04,"abril 19"
2019-04-15 18:28:00,"Natalia Lafourcade","Cursis Melodías",267840,267.84,4.46,"abril 19"
2019-04-15 18:32:00,"Bostich+Fussible","Tengo La Voz",224133,224.133,3.74,"abril 19"
2019-04-15 18:37:00,"Austin TV","Ella No Me Conoce",270000,270,4.5,"abril 19"
2019-04-15 18:37:00,"Café Tacvba","Quiero Ver",0,0,0,"abril 19"
2019-04-15 18:37:00,"Titan","Corazon",0,0,0,"abril 19"
2019-04-15 18:37:00,"Manu Chao","Clandestino",1000,1,0.02,"abril 19"
2019-04-15 18:40:00,"Café Tacvba","Quiero Ver",205573,205.573,3.43,"abril 19"
2019-04-15 18:44:00,"Michael Jackson","Smooth Criminal - 2012 Remaster",257760,257.76,4.3,"abril 19"
2019-04-15 18:49:00,"Michael Jackson","Beat It - Single Version",258040,258.04,4.3,"abril 19"
2019-04-15 18:53:00,"Titan","Corazon",279293,279.293,4.65,"abril 19"
2019-04-15 18:59:00,"Mexican Institute Of Sound","Katia, Tania, Paulina Y La Kim",336947,336.947,5.62,"abril 19"
2019-04-15 19:02:00,"Los Fancy Free","Copycat",185293,185.293,3.09,"abril 19"
2019-04-15 19:04:00,"Manu Chao","Je ne t'aime plus",122760,122.76,2.05,"abril 19"
2019-04-15 19:08:00,"Titán","1,2,3,4",251493,251.493,4.19,"abril 19"
2019-04-15 19:13:00,"San Pascualito Rey","Nos tragamos",249507,249.507,4.16,"abril 19"
2019-04-15 19:16:00,"Mexican Institute Of Sound","El Microfono",214733,214.733,3.58,"abril 19"
2019-04-15 19:19:00,"Quiero Club","No Coke",173840,173.84,2.9,"abril 19"
2019-04-15 19:23:00,"Manu Chao","Me Gustas Tu",239987,239.987,4,"abril 19"
2019-04-15 19:26:00,"Babasónicos","Carismático - [Blank]",155920,155.92,2.6,"abril 19"
2019-04-15 19:28:00,"Café Tacvba","Eo",134227,134.227,2.24,"abril 19"
2019-04-15 19:32:00,"Gustavo Cerati","Crimen",232027,232.027,3.87,"abril 19"
2019-04-15 19:36:00,"Fobia","No Eres Yo",241227,241.227,4.02,"abril 19"
2019-04-15 19:40:00,"Zurdok","Estático",240360,240.36,4.01,"abril 19"
2019-04-15 21:06:00,"Babasónicos","Microdancing",59000,59,0.98,"abril 19"
2019-04-15 21:09:00,"Michael Jackson","Beat It - Single Version",170590,170.59,2.84,"abril 19"
2019-04-16 03:22:00,"Babasónicos","El Loco",4083,4.083,0.07,"abril 19"
2019-04-16 14:42:00,"Babasónicos","El Loco",8628,8.628,0.14,"abril 19"
2019-04-16 14:42:00,"Chance the Rapper","The Man Who Has Everything",14884,14.884,0.25,"abril 19"
2019-04-16 14:47:00,"Mexican Institute Of Sound","El Microfono",29644,29.644,0.49,"abril 19"
2019-04-16 14:47:00,"Camilo Séptimo","Cuando No Estás Conmigo",2417,2.417,0.04,"abril 19"
2019-04-16 14:47:00,"Jumbo","Fotografía",269863,269.863,4.5,"abril 19"
2019-04-16 14:47:00,"Enjambre","Impacto",3612,3.612,0.06,"abril 19"
2019-04-16 14:48:00,"Odisseo","Calor al Corazón",5917,5.917,0.1,"abril 19"
2019-04-16 14:48:00,"Bostich+Fussible","Tijuana Sound Machine",5146,5.146,0.09,"abril 19"
2019-04-16 14:48:00,"Zoé","Aztlán",9203,9.203,0.15,"abril 19"
2019-04-16 14:48:00,"Natalia Lafourcade","Hasta la Raíz",5227,5.227,0.09,"abril 19"
2019-04-16 14:48:00,"Jenny And The Mexicats","Me Voy a Ir",5624,5.624,0.09,"abril 19"
2019-04-16 14:52:00,"Rey Pila","Ninjas",2695,2.695,0.04,"abril 19"
2019-04-16 14:52:00,"Kinky","Después del After",3949,3.949,0.07,"abril 19"
2019-04-16 14:52:00,"Lost Acapulco","Escape de Srt. Martha",2256,2.256,0.04,"abril 19"
2019-04-16 14:52:00,"Caifanes","Estás Dormida",218200,218.2,3.64,"abril 19"
2019-04-16 14:52:00,"Café Tacvba","Las flores",16803,16.803,0.28,"abril 19"
2019-04-16 14:55:00,"La Gusana Ciega","Invasión Estelar",165884,165.884,2.76,"abril 19"
2019-04-16 14:57:00,"DLD","Estaré",85208,85.208,1.42,"abril 19"
2019-04-16 21:53:00,"DLD","Estaré",52645,52.645,0.88,"abril 19"
2019-04-17 14:04:00,"The Avalanches","The Leaves Were Falling",15080,15.08,0.25,"abril 19"
2019-04-17 14:04:00,"DLD","Estaré",31815,31.815,0.53,"abril 19"
2019-04-17 14:04:00,"The Avalanches","Because I’m Me",5823,5.823,0.1,"abril 19"
2019-04-17 14:05:00,"The Avalanches","Because I’m Me - Bondax Remix",5273,5.273,0.09,"abril 19"
2019-04-17 14:09:00,"The Avalanches","Because I’m Me",252773,252.773,4.21,"abril 19"
2019-04-17 14:13:00,"The Avalanches","Since I Left You",260993,260.993,4.35,"abril 19"
2019-04-17 14:18:00,"The Avalanches","Frankie Sinatra - Extended Mix",268080,268.08,4.47,"abril 19"
2019-04-17 14:22:00,"The Avalanches","If I Was A Folkstar",273253,273.253,4.55,"abril 19"
2019-04-17 14:27:00,"The Avalanches","Frontier Psychiatrist",270622,270.622,4.51,"abril 19"
2019-04-17 16:45:00,"Michael Jackson","Beat It - Single Version",255836,255.836,4.26,"abril 19"
2019-04-17 16:48:00,"The Avalanches","The Leaves Were Falling",15080,15.08,0.25,"abril 19"
